"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"FGBI","First Guaranty Bancshares, Inc.","15.85","132165399.35","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/fgbi",
"INBK","First Internet Bancorp","25.67","115036177.49","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/inbk",
"FIBK","First Interstate BancSystem, Inc.","27.75","1258323944.25","n/a","2010","Finance","Major Banks","http://www.nasdaq.com/symbol/fibk",
"FRME","First Merchants Corporation","22.85","865432827.7","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/frme",
"FMBH","First Mid-Illinois Bancshares, Inc.","25","210654400","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fmbh",
"FMBI","First Midwest Bancorp, Inc.","17.57","1376184745.25","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fmbi",
"FNBC","First NBC Bank Holding Company","24.85","473850137.6","n/a","2013","Finance","Major Banks","http://www.nasdaq.com/symbol/fnbc",
"FNFG","First Niagara Financial Group Inc.","9.85","3494347397.85","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fnfg",
"FNWB","First Northwest Bancorp","12.7","166374572","n/a","2015","Finance","Banks","http://www.nasdaq.com/symbol/fnwb",
"FSFG","First Savings Financial Group, Inc.","32.8234","72368605.6158","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/fsfg",
"FSLR","First Solar, Inc.","69.14","7036216703.8","n/a","2006","Technology","Semiconductors","http://www.nasdaq.com/symbol/fslr",
"FSBK","First South Bancorp Inc","8.3","78760542.6","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fsbk",
"FPA","First Trust Asia Pacific Ex-Japan AlphaDEX Fund","27.03","41896554.06","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fpa",
"BICK","First Trust BICK Index Fund","17.7","7965035.4","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bick",
"FBZ","First Trust Brazil AlphaDEX Fund","8.6409","2160242.2818","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fbz",
"FCAN","First Trust Canada AlphaDEX Fund","21.096","8438442.192","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fcan",
"FTCS","First Trust Capital Strength ETF","37.98","119637075.96","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ftcs",
"FCA","First Trust China AlphaDEX Fund","17.7288","15955955.4576","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fca",
"FDT","First Trust Developed Markets Ex-US AlphaDEX Fund","44.245","146096990","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fdt",
"FDTS","First Trust Developed Markets ex-US Small Cap AlphaDEX Fund","29.4","7350058.8","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fdts",
"FV","First Trust Dorsey Wright Focus 5 ETF","20.95","3796140041.9","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fv",
"IFV","First Trust Dorsey Wright International Focus 5 ETF","16.28","723646032.56","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ifv",
"FEM","First Trust Emerging Markets AlphaDEX Fund","17.81","140699035.62","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fem",
"FEMB","First Trust Emerging Markets Local Currency Bond ETF","39.45","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/femb",
"FEMS","First Trust Emerging Markets Small Cap AlphaDEX Fund","27.6629","31812390.3258","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fems",
"FTSM","First Trust Enhanced Short Maturity ETF","59.84","128639484.16","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ftsm",
"FEP","First Trust Europe AlphaDEX Fund","27.52","368768055.04","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fep",
"FEUZ","First Trust Eurozone AlphaDEX ETF","28.97","10139557.94","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/feuz",
"FGM","First Trust Germany AlphaDEX Fund","34.27","222755068.54","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fgm",
"FTGC","First Trust Global Tactical Commodity Strategy Fund","19.75","172878346.5","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ftgc",
"FTHI","First Trust High Income ETF","19.3657","5809748.7314","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fthi",
"HYLS","First Trust High Yield Long/Short ETF","46.81","449376093.62","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hyls",
"FHK","First Trust Hong Kong AlphaDEX Fund","30.9","174585061.8","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fhk",
"FTAG","First Trust Indxx Global Agriculture ETF","3.939","3742057.878","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ftag",
"FTRI","First Trust Indxx Global Natural Resources Income ETF","9.86","10846019.72","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ftri",
"FPXI","First Trust International IPO ETF","24.38","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fpxi",
"YDIV","First Trust International Multi-Asset Diversified Income Index","15.7235","12578831.447","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ydiv",
"SKYY","First Trust ISE Cloud Computing Index Fund","28.19","462316056.38","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/skyy",
"FJP","First Trust Japan AlphaDEX Fund","44.14","90487088.28","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fjp",
"FLN","First Trust Latin America AlphaDEX Fund","13.105","3931526.21","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fln",
"FTLB","First Trust Low Beta Income ETF","19.1454","4786388.2908","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ftlb",
"LMBS","First Trust Low Duration Opportunities ETF","50.87","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lmbs",
"FMB","First Trust Managed Municipal ETF","52.4855","20994304.971","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fmb",
"MDIV","First Trust Multi-Asset Diversified Income Index Fund","17.87","901541535.74","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mdiv",
"QABA","First Trust NASDAQ ABA Community Bank Index Fund","36.07","97389072.14","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/qaba",
"QCLN","First Trust NASDAQ Clean Edge Green Energy Index Fund","14.4378","68579578.8756","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/qcln",
"GRID","First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index ","32.13","11245564.26","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/grid",
"CIBR","First Trust NASDAQ Cybersecurity ETF","16.14","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cibr",
"CARZ","First Trust NASDAQ Global Auto Index Fund","31.6621","53825633.3242","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/carz",
"RDVY","First Trust NASDAQ Rising Dividend Achievers ETF","19.99","22988539.98","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rdvy",
"FONE","First Trust NASDAQ Smartphone Index Fund","35.1337","10540180.2674","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fone",
"TDIV","First Trust NASDAQ Technology Dividend Index Fund","25.51","546041550","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tdiv",
"QQEW","First Trust NASDAQ-100 Equal Weighted Index Fund","41.07","570873082.14","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/qqew",
"QQXT","First Trust NASDAQ-100 Ex-Technology Sector Index Fund","38.69","145087577.38","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/qqxt",
"QTEC","First Trust NASDAQ-100- Technology Index Fund","41.15","314797582.3","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/qtec",
"AIRR","First Trust RBA American Industrial Renaissance ETF","16.2","51030032.4","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/airr",
"QINC","First Trust RBA Quality Income ETF","20.7399","10369991.4798","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/qinc",
"FTSL","First Trust Senior Loan Fund ETF","46.74","306147093.48","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ftsl",
"FKO","First Trust South Korea AlphaDEX Fund","22.89","3433545.78","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fko",
"FCVT","First Trust SSI Strategic Convertible Securities ETF","23.355","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fcvt",
"FDIV","First Trust Strategic Income ETF","46.9","18760093.8","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fdiv",
"FSZ","First Trust Switzerland AlphaDEX Fund","38.14","225026076.28","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fsz",
"FTW","First Trust Taiwan AlphaDEX Fund","29.16","8748058.32","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ftw",
"TUSA","First Trust Total US Market AlphaDEX ETF","23.398","5849546.796","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tusa",
"FKU","First Trust United Kingdom AlphaDEX Fund","36","241200072","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fku",
"FUNC","First United Corporation","10.75","67237165","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/func",
"SVVC","Firsthand Technology Value Fund, Inc.","7.31","56306773.55","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/svvc",
"FMER","FirstMerit Corporation","20.65","3422831209.7","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fmer",
"FSV","FirstService Corporation","40.26","1393532142.42","n/a","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/fsv",
"FISV","Fiserv, Inc.","97.28","21687340641.28","n/a","1986","Technology","EDP Services","http://www.nasdaq.com/symbol/fisv",
"FIVE","Five Below, Inc.","37.98","2071722861.36","n/a","2012","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/five",
"FPRX","Five Prime Therapeutics, Inc.","36.34","999489509.26","n/a","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/fprx",
"FIVN","Five9, Inc.","8.32","420195484.8","n/a","2014","Technology","EDP Services","http://www.nasdaq.com/symbol/fivn",
"FLML","Flamel Technologies S.A.","8.6","345904401.2","40221442","1996","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/flml",
"FLKS","Flex Pharma, Inc.","7.42","133143589.6","n/a","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/flks",
"FLXN","Flexion Therapeutics, Inc.","10.02","215824747.92","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/flxn",
"SKOR","FlexShares Credit-Scored US Corporate Bond Index Fund","50.22","7533050.22","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/skor",
"LKOR","FlexShares Credit-Scored US Long Corporate Bond Index Fund","49.05","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lkor",
"MBSD","FlexShares Disciplined Duration MBS Index Fund","24.83","21105524.83","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mbsd",
"ASET","FlexShares Real Assets Allocation Index Fund","24.2103","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aset",
"QLC","FlexShares US Quality Large Cap Index Fund","24.84","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/qlc",
"FLXS","Flexsteel Industries, Inc.","40.99","311973701.29","n/a","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/flxs",
"FLEX","Flextronics International Ltd.","11.12","6100270582.08","n/a","1994","Technology","Electrical Products","http://www.nasdaq.com/symbol/flex",
"FLIR","FLIR Systems, Inc.","31.8","4392666447","n/a","1993","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/flir",
"FLDM","Fluidigm Corporation","7.06","203273991","n/a","2011","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/fldm",
"FFIC","Flushing Financial Corporation","21.33","614948379.3","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ffic",
"FOMX","Foamix Pharmaceuticals Ltd.","6.05","184863927.05","n/a","2014","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/fomx",
"FOGO","Fogo de Chao, Inc.","15.92","446404553.04","n/a","2015","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/fogo",
"FONR","Fonar Corporation","16.69","107375098.31","n/a","1981","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/fonr",
"FES","Forbes Energy Services Ltd","0.301","6685316.855","n/a","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/fes",
"FORM","FormFactor, Inc.","7.74","450160064.1","n/a","2003","Technology","Semiconductors","http://www.nasdaq.com/symbol/form",
"FORTY","Formula Systems (1985) Ltd.","30.5","6429125.5","210791","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/forty",
"FORR","Forrester Research, Inc.","31.76","563485920","n/a","1996","Consumer Services","Diversified Commercial Services","http://www.nasdaq.com/symbol/forr",
"FTNT","Fortinet, Inc.","29.35","5055949808.8","n/a","2009","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/ftnt",
"FBIO","Fortress Biotech, Inc.","2.94","138573122.1","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/fbio",
"FWRD","Forward Air Corporation","41.38","1263905464.74","n/a","n/a","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/fwrd",
"FORD","Forward Industries, Inc.","1.44","12467777.76","n/a","n/a","Consumer Non-Durables","Plastic Products","http://www.nasdaq.com/symbol/ford",
"FWP","Forward Pharma A/S","13.1","148581903","11342130","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/fwp",
"FOSL","Fossil Group, Inc.","49.23","2368890443.97","n/a","1993","Consumer Non-Durables","Consumer Specialties","http://www.nasdaq.com/symbol/fosl",
"FMI","Foundation Medicine, Inc.","16.97","584637016.73","n/a","2013","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/fmi",
"FXCB","Fox Chase Bancorp, Inc.","19.22","222786727.22","n/a","n/a","Finance","Banks","http://www.nasdaq.com/symbol/fxcb",
"FOXF","Fox Factory Holding Corp.","16.84","622667605.24","n/a","2013","Consumer Non-Durables","Motor Vehicles","http://www.nasdaq.com/symbol/foxf",
"FRAN","Francesca&#39;s Holdings Corporation","18.72","779825592","n/a","2011","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/fran",
"FELE","Franklin Electric Co., Inc.","30.78","1426961754.18","n/a","n/a","Consumer Durables","Metal Fabrications","http://www.nasdaq.com/symbol/fele",
"FRED","Fred&#39;s, Inc.","14.64","546733654.8","n/a","1992","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/fred",
"FREE","FreeSeas Inc.","0.0249","825.435","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/free",
"RAIL","Freightcar America, Inc.","15.27","188248773.78","n/a","2005","Capital Goods","Railroads","http://www.nasdaq.com/symbol/rail",
"FEIM","Frequency Electronics, Inc.","9.72","84852509.04","n/a","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/feim",
"FRPT","Freshpet, Inc.","6.9","231238140.6","n/a","2014","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/frpt",
"FTR","Frontier Communications Corporation","5.63","6576847770","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ftr",
"FTRPR","Frontier Communications Corporation","105.4","0","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ftrpr",
"FRPH","FRP Holdings, Inc.","33.94","333989964","n/a","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/frph",
"FSBW","FS Bancorp, Inc.","25.24","81805868.8","n/a","2012","Finance","Banks","http://www.nasdaq.com/symbol/fsbw",
"FTD","FTD Companies, Inc.","23.8","682269173.6","n/a","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/ftd",
"FSYS","Fuel Systems Solutions, Inc.","4.78","86487226.36","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/fsys",
"FTEK","Fuel Tech, Inc.","1.57","36372529.12","n/a","n/a","Capital Goods","Pollution Control Equipment","http://www.nasdaq.com/symbol/ftek",
"FCEL","FuelCell Energy, Inc.","6.02","160090630.56","n/a","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/fcel",
"FORK","Fuling Global Inc.","2.79","43710000.93","n/a","2015","Consumer Non-Durables","Plastic Products","http://www.nasdaq.com/symbol/fork",
"FULL","Full Circle Capital Corporation","2.32","52135603.76","n/a","2010","n/a","n/a","http://www.nasdaq.com/symbol/full",
"FULLL","Full Circle Capital Corporation","25.25","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fulll",
"FLL","Full House Resorts, Inc.","1.49","28264400.04","n/a","n/a","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/fll",
"FULT","Fulton Financial Corporation","13.19","2295468890","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fult",
"FSNN","Fusion Telecommunications International, Inc.","2.03","18455336.97","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/fsnn",
"FFHL","Fuwei Films (Holdings) Co., Ltd.","0.54","7053750","n/a","2006","Capital Goods","Specialty Chemicals","http://www.nasdaq.com/symbol/ffhl",
